Hour of First Occurrence Date,Is Crime
"February 17, 2019 at 1 AM",14
"February 17, 2019 at 2 AM",6
"February 17, 2019 at 3 AM",7
"February 17, 2019 at 4 AM",3
"February 17, 2019 at 6 AM",6
"February 17, 2019 at 8 AM",2
"February 17, 2019 at 9 AM",5
"February 17, 2019 at 10 AM",7
"February 17, 2019 at 11 AM",4
"February 17, 2019 at 12 PM",5
"February 17, 2019 at 1 PM",4
"February 17, 2019 at 2 PM",8
"February 17, 2019 at 3 PM",4
"February 17, 2019 at 4 PM",7
"February 17, 2019 at 5 PM",12
"February 17, 2019 at 6 PM",8
"February 17, 2019 at 7 PM",6
"February 17, 2019 at 8 PM",6
"February 17, 2019 at 9 PM",7
"February 17, 2019 at 10 PM",8
"February 17, 2019 at 11 PM",5
"February 18, 2019 at 12 AM",12
"February 18, 2019 at 1 AM",5
"February 18, 2019 at 2 AM",7
"February 18, 2019 at 3 AM",2
"February 18, 2019 at 4 AM",6
"February 18, 2019 at 5 AM",2
"February 18, 2019 at 6 AM",4
"February 18, 2019 at 7 AM",4
"February 18, 2019 at 8 AM",5
"February 18, 2019 at 9 AM",1
"February 18, 2019 at 10 AM",2
"February 18, 2019 at 11 AM",7
"February 18, 2019 at 12 PM",6
"February 18, 2019 at 1 PM",7
"February 18, 2019 at 2 PM",3
"February 18, 2019 at 3 PM",9
"February 18, 2019 at 4 PM",5
"February 18, 2019 at 5 PM",11
"February 18, 2019 at 6 PM",3
"February 18, 2019 at 7 PM",11
"February 18, 2019 at 8 PM",5
"February 18, 2019 at 9 PM",10
"February 18, 2019 at 10 PM",9
"February 18, 2019 at 11 PM",4
"February 19, 2019 at 12 AM",7
"February 19, 2019 at 1 AM",4
"February 19, 2019 at 2 AM",2
"February 19, 2019 at 3 AM",3
"February 19, 2019 at 4 AM",2
"February 19, 2019 at 5 AM",2
"February 19, 2019 at 6 AM",5
"February 19, 2019 at 7 AM",10
"February 19, 2019 at 8 AM",7
"February 19, 2019 at 9 AM",6
"February 19, 2019 at 10 AM",5
"February 19, 2019 at 11 AM",8
"February 19, 2019 at 12 PM",9
"February 19, 2019 at 1 PM",11
"February 19, 2019 at 2 PM",11
"February 19, 2019 at 3 PM",13
"February 19, 2019 at 4 PM",12
"February 19, 2019 at 5 PM",10
"February 19, 2019 at 6 PM",5
"February 19, 2019 at 7 PM",5
"February 19, 2019 at 8 PM",7
"February 19, 2019 at 9 PM",10
"February 19, 2019 at 10 PM",7
"February 19, 2019 at 11 PM",2
"February 20, 2019 at 12 AM",3
"February 20, 2019 at 1 AM",8
"February 20, 2019 at 2 AM",1
"February 20, 2019 at 3 AM",3
"February 20, 2019 at 5 AM",2
"February 20, 2019 at 6 AM",1
"February 20, 2019 at 7 AM",7
"February 20, 2019 at 8 AM",5
"February 20, 2019 at 9 AM",12
"February 20, 2019 at 10 AM",8
"February 20, 2019 at 11 AM",2
"February 20, 2019 at 12 PM",12
"February 20, 2019 at 1 PM",14
"February 20, 2019 at 2 PM",11
"February 20, 2019 at 3 PM",17
"February 20, 2019 at 4 PM",10
"February 20, 2019 at 5 PM",16
"February 20, 2019 at 6 PM",8
"February 20, 2019 at 7 PM",6
"February 20, 2019 at 8 PM",5
"February 20, 2019 at 9 PM",7
"February 20, 2019 at 10 PM",5
"February 20, 2019 at 11 PM",6
"February 21, 2019 at 12 AM",3
"February 21, 2019 at 1 AM",1
"February 21, 2019 at 2 AM",8
"February 21, 2019 at 3 AM",1
"February 21, 2019 at 4 AM",1
"February 21, 2019 at 5 AM",2
"February 21, 2019 at 6 AM",7
"February 21, 2019 at 7 AM",5
"February 21, 2019 at 8 AM",7
"February 21, 2019 at 9 AM",3
"February 21, 2019 at 10 AM",7
"February 21, 2019 at 11 AM",8
"February 21, 2019 at 12 PM",9
"February 21, 2019 at 1 PM",4
"February 21, 2019 at 2 PM",12
"February 21, 2019 at 3 PM",14
"February 21, 2019 at 4 PM",7
"February 21, 2019 at 5 PM",3
"February 21, 2019 at 6 PM",9
"February 21, 2019 at 7 PM",9
"February 21, 2019 at 8 PM",5
"February 21, 2019 at 9 PM",10
"February 21, 2019 at 10 PM",1
"February 21, 2019 at 11 PM",4
"February 22, 2019 at 12 AM",10
"February 22, 2019 at 1 AM",6
"February 22, 2019 at 2 AM",2
"February 22, 2019 at 3 AM",1
"February 22, 2019 at 4 AM",5
"February 22, 2019 at 5 AM",5
"February 22, 2019 at 6 AM",1
"February 22, 2019 at 7 AM",4
"February 22, 2019 at 8 AM",7
"February 22, 2019 at 9 AM",2
"February 22, 2019 at 10 AM",5
"February 22, 2019 at 11 AM",8
"February 22, 2019 at 12 PM",7
"February 22, 2019 at 1 PM",11
"February 22, 2019 at 2 PM",3
"February 22, 2019 at 3 PM",7
"February 22, 2019 at 4 PM",7
"February 22, 2019 at 5 PM",13
"February 22, 2019 at 6 PM",9
"February 22, 2019 at 7 PM",11
"February 22, 2019 at 8 PM",8
"February 22, 2019 at 9 PM",7
"February 22, 2019 at 10 PM",3
"February 22, 2019 at 11 PM",3
"February 23, 2019 at 12 AM",7
"February 23, 2019 at 1 AM",5
"February 23, 2019 at 2 AM",4
"February 23, 2019 at 3 AM",2
"February 23, 2019 at 4 AM",4
"February 23, 2019 at 6 AM",3
"February 23, 2019 at 7 AM",2
"February 23, 2019 at 8 AM",4
"February 23, 2019 at 10 AM",5
"February 23, 2019 at 11 AM",3
"February 23, 2019 at 12 PM",9
"February 23, 2019 at 1 PM",7
"February 23, 2019 at 2 PM",7
"February 23, 2019 at 3 PM",7
"February 23, 2019 at 4 PM",6
"February 23, 2019 at 5 PM",11
"February 23, 2019 at 6 PM",5
"February 23, 2019 at 7 PM",5
"February 23, 2019 at 8 PM",9
"February 23, 2019 at 9 PM",5
"February 23, 2019 at 10 PM",7
"February 23, 2019 at 11 PM",8
"February 24, 2019 at 12 AM",10
"February 24, 2019 at 1 AM",6
"February 24, 2019 at 2 AM",5
"February 24, 2019 at 3 AM",4
"February 24, 2019 at 4 AM",3
"February 24, 2019 at 6 AM",3
"February 24, 2019 at 7 AM",1
"February 24, 2019 at 8 AM",6
"February 24, 2019 at 9 AM",3
"February 24, 2019 at 10 AM",1
"February 24, 2019 at 11 AM",5
"February 24, 2019 at 12 PM",3
"February 24, 2019 at 1 PM",5
"February 24, 2019 at 2 PM",2
"February 24, 2019 at 3 PM",8
"February 24, 2019 at 4 PM",10
"February 24, 2019 at 5 PM",6
"February 24, 2019 at 6 PM",6
"February 24, 2019 at 7 PM",3
"February 24, 2019 at 8 PM",13
"February 24, 2019 at 9 PM",4
"February 24, 2019 at 10 PM",10
"February 24, 2019 at 11 PM",1
"February 25, 2019 at 12 AM",9
"February 25, 2019 at 1 AM",5
"February 25, 2019 at 2 AM",5
"February 25, 2019 at 3 AM",3
"February 25, 2019 at 4 AM",3
"February 25, 2019 at 5 AM",1
"February 25, 2019 at 6 AM",6
"February 25, 2019 at 7 AM",2
"February 25, 2019 at 8 AM",1
"February 25, 2019 at 9 AM",1
"February 25, 2019 at 10 AM",8
"February 25, 2019 at 11 AM",4
"February 25, 2019 at 12 PM",15
"February 25, 2019 at 1 PM",7
"February 25, 2019 at 2 PM",9
"February 25, 2019 at 3 PM",11
"February 25, 2019 at 4 PM",8
"February 25, 2019 at 5 PM",13
"February 25, 2019 at 6 PM",4
"February 25, 2019 at 7 PM",13
"February 25, 2019 at 8 PM",8
"February 25, 2019 at 9 PM",10
"February 25, 2019 at 10 PM",9
"February 25, 2019 at 11 PM",7
"February 26, 2019 at 12 AM",4
"February 26, 2019 at 1 AM",5
"February 26, 2019 at 2 AM",4
"February 26, 2019 at 3 AM",1
"February 26, 2019 at 4 AM",2
"February 26, 2019 at 5 AM",4
"February 26, 2019 at 6 AM",7
"February 26, 2019 at 7 AM",7
"February 26, 2019 at 8 AM",15
"February 26, 2019 at 9 AM",6
"February 26, 2019 at 10 AM",7
"February 26, 2019 at 11 AM",7
"February 26, 2019 at 12 PM",14
"February 26, 2019 at 1 PM",6
"February 26, 2019 at 2 PM",8
"February 26, 2019 at 3 PM",7
"February 26, 2019 at 4 PM",6
"February 26, 2019 at 5 PM",10
"February 26, 2019 at 6 PM",6
"February 26, 2019 at 7 PM",13
"February 26, 2019 at 8 PM",12
"February 26, 2019 at 9 PM",8
"February 26, 2019 at 10 PM",9
"February 26, 2019 at 11 PM",10
"February 27, 2019 at 12 AM",9
"February 27, 2019 at 1 AM",1
"February 27, 2019 at 2 AM",3
"February 27, 2019 at 3 AM",3
"February 27, 2019 at 5 AM",1
"February 27, 2019 at 6 AM",5
"February 27, 2019 at 7 AM",8
"February 27, 2019 at 8 AM",4
"February 27, 2019 at 9 AM",4
"February 27, 2019 at 10 AM",11
"February 27, 2019 at 11 AM",8
"February 27, 2019 at 12 PM",14
"February 27, 2019 at 1 PM",6
"February 27, 2019 at 2 PM",6
"February 27, 2019 at 3 PM",18
"February 27, 2019 at 4 PM",6
"February 27, 2019 at 5 PM",8
"February 27, 2019 at 6 PM",9
"February 27, 2019 at 7 PM",7
"February 27, 2019 at 8 PM",7
"February 27, 2019 at 9 PM",11
"February 27, 2019 at 10 PM",9
"February 27, 2019 at 11 PM",6
"February 28, 2019 at 12 AM",4
"February 28, 2019 at 1 AM",2
"February 28, 2019 at 2 AM",5
"February 28, 2019 at 3 AM",3
"February 28, 2019 at 4 AM",4
"February 28, 2019 at 6 AM",5
"February 28, 2019 at 7 AM",11
"February 28, 2019 at 8 AM",5
"February 28, 2019 at 9 AM",6
"February 28, 2019 at 10 AM",7
"February 28, 2019 at 11 AM",9
"February 28, 2019 at 12 PM",12
"February 28, 2019 at 1 PM",9
"February 28, 2019 at 2 PM",11
"February 28, 2019 at 3 PM",8
"February 28, 2019 at 4 PM",12
"February 28, 2019 at 5 PM",12
"February 28, 2019 at 6 PM",10
"February 28, 2019 at 7 PM",7
"February 28, 2019 at 8 PM",10
"February 28, 2019 at 9 PM",12
"February 28, 2019 at 10 PM",8
"February 28, 2019 at 11 PM",9
"March 1, 2019 at 12 AM",22
"March 1, 2019 at 1 AM",5
"March 1, 2019 at 2 AM",1
"March 1, 2019 at 3 AM",4
"March 1, 2019 at 4 AM",6
"March 1, 2019 at 5 AM",3
"March 1, 2019 at 6 AM",5
"March 1, 2019 at 7 AM",9
"March 1, 2019 at 8 AM",16
"March 1, 2019 at 9 AM",9
"March 1, 2019 at 10 AM",6
"March 1, 2019 at 11 AM",6
"March 1, 2019 at 12 PM",16
"March 1, 2019 at 1 PM",13
"March 1, 2019 at 2 PM",4
"March 1, 2019 at 3 PM",8
"March 1, 2019 at 4 PM",10
"March 1, 2019 at 5 PM",16
"March 1, 2019 at 6 PM",13
"March 1, 2019 at 7 PM",14
"March 1, 2019 at 8 PM",10
"March 1, 2019 at 9 PM",10
"March 1, 2019 at 10 PM",18
"March 1, 2019 at 11 PM",11
"March 2, 2019 at 12 AM",6
"March 2, 2019 at 1 AM",6
"March 2, 2019 at 2 AM",6
"March 2, 2019 at 3 AM",3
"March 2, 2019 at 4 AM",1
"March 2, 2019 at 5 AM",1
"March 2, 2019 at 6 AM",2
"March 2, 2019 at 7 AM",4
"March 2, 2019 at 8 AM",6
"March 2, 2019 at 9 AM",2
"March 2, 2019 at 10 AM",7
"March 2, 2019 at 11 AM",5
"March 2, 2019 at 12 PM",7
"March 2, 2019 at 1 PM",9
"March 2, 2019 at 2 PM",8
"March 2, 2019 at 3 PM",5
"March 2, 2019 at 4 PM",15
"March 2, 2019 at 5 PM",7
"March 2, 2019 at 6 PM",6
"March 2, 2019 at 7 PM",5
"March 2, 2019 at 8 PM",12
"March 2, 2019 at 9 PM",8
"March 2, 2019 at 10 PM",11
"March 2, 2019 at 11 PM",3
"March 3, 2019 at 12 AM",6
"March 3, 2019 at 1 AM",7
"March 3, 2019 at 2 AM",8
"March 3, 2019 at 5 AM",2
"March 3, 2019 at 6 AM",7
"March 3, 2019 at 7 AM",4
"March 3, 2019 at 8 AM",4
"March 3, 2019 at 9 AM",3
"March 3, 2019 at 10 AM",4
"March 3, 2019 at 11 AM",1
"March 3, 2019 at 12 PM",10
"March 3, 2019 at 1 PM",2
"March 3, 2019 at 2 PM",3
"March 3, 2019 at 3 PM",4
"March 3, 2019 at 4 PM",7
"March 3, 2019 at 5 PM",1
"March 3, 2019 at 6 PM",5
"March 3, 2019 at 7 PM",7
"March 3, 2019 at 8 PM",4
"March 3, 2019 at 9 PM",3
"March 3, 2019 at 10 PM",5
"March 3, 2019 at 11 PM",6
"March 4, 2019 at 12 AM",5
"March 4, 2019 at 1 AM",3
"March 4, 2019 at 2 AM",5
"March 4, 2019 at 4 AM",1
"March 4, 2019 at 5 AM",2
"March 4, 2019 at 6 AM",4
"March 4, 2019 at 7 AM",5
"March 4, 2019 at 8 AM",3
"March 4, 2019 at 9 AM",5
"March 4, 2019 at 10 AM",4
"March 4, 2019 at 11 AM",4
"March 4, 2019 at 12 PM",5
"March 4, 2019 at 1 PM",7
"March 4, 2019 at 2 PM",3
"March 4, 2019 at 3 PM",11
"March 4, 2019 at 4 PM",10
"March 4, 2019 at 5 PM",11
"March 4, 2019 at 6 PM",11
"March 4, 2019 at 7 PM",5
"March 4, 2019 at 8 PM",9
"March 4, 2019 at 9 PM",4
"March 4, 2019 at 10 PM",5
"March 4, 2019 at 11 PM",2
"March 5, 2019 at 12 AM",5
"March 5, 2019 at 2 AM",2
"March 5, 2019 at 3 AM",2
"March 5, 2019 at 5 AM",5
"March 5, 2019 at 6 AM",1
"March 5, 2019 at 7 AM",7
"March 5, 2019 at 8 AM",6
"March 5, 2019 at 9 AM",5
"March 5, 2019 at 10 AM",6
"March 5, 2019 at 11 AM",13
"March 5, 2019 at 12 PM",6
"March 5, 2019 at 1 PM",6
"March 5, 2019 at 2 PM",10
"March 5, 2019 at 3 PM",8
"March 5, 2019 at 4 PM",13
"March 5, 2019 at 5 PM",8
"March 5, 2019 at 6 PM",9
"March 5, 2019 at 7 PM",8
"March 5, 2019 at 8 PM",5
"March 5, 2019 at 9 PM",3
"March 5, 2019 at 10 PM",6
"March 5, 2019 at 11 PM",4
"March 6, 2019 at 12 AM",9
"March 6, 2019 at 1 AM",2
"March 6, 2019 at 2 AM",3
"March 6, 2019 at 3 AM",5
"March 6, 2019 at 4 AM",2
"March 6, 2019 at 5 AM",3
"March 6, 2019 at 6 AM",1
"March 6, 2019 at 7 AM",10
"March 6, 2019 at 8 AM",4
"March 6, 2019 at 9 AM",4
"March 6, 2019 at 10 AM",8
"March 6, 2019 at 11 AM",4
"March 6, 2019 at 12 PM",8
"March 6, 2019 at 1 PM",8
"March 6, 2019 at 2 PM",8
"March 6, 2019 at 3 PM",3
"March 6, 2019 at 4 PM",5
"March 6, 2019 at 5 PM",9
"March 6, 2019 at 6 PM",11
"March 6, 2019 at 7 PM",10
"March 6, 2019 at 8 PM",10
"March 6, 2019 at 9 PM",5
"March 6, 2019 at 10 PM",6
"March 6, 2019 at 11 PM",3
"March 7, 2019 at 12 AM",4
"March 7, 2019 at 1 AM",4
"March 7, 2019 at 2 AM",5
"March 7, 2019 at 3 AM",3
"March 7, 2019 at 4 AM",3
"March 7, 2019 at 6 AM",2
"March 7, 2019 at 7 AM",7
"March 7, 2019 at 8 AM",10
"March 7, 2019 at 9 AM",1
"March 7, 2019 at 10 AM",15
"March 7, 2019 at 11 AM",7
"March 7, 2019 at 12 PM",8
"March 7, 2019 at 1 PM",8
"March 7, 2019 at 2 PM",12
"March 7, 2019 at 3 PM",15
"March 7, 2019 at 4 PM",12
"March 7, 2019 at 5 PM",16
"March 7, 2019 at 6 PM",12
"March 7, 2019 at 7 PM",6
"March 7, 2019 at 8 PM",11
"March 7, 2019 at 9 PM",5
"March 7, 2019 at 10 PM",5
"March 7, 2019 at 11 PM",6
"March 8, 2019 at 12 AM",5
"March 8, 2019 at 1 AM",8
"March 8, 2019 at 2 AM",4
"March 8, 2019 at 3 AM",5
"March 8, 2019 at 4 AM",3
"March 8, 2019 at 5 AM",2
"March 8, 2019 at 6 AM",4
"March 8, 2019 at 7 AM",2
"March 8, 2019 at 8 AM",5
"March 8, 2019 at 9 AM",6
"March 8, 2019 at 10 AM",5
"March 8, 2019 at 11 AM",11
"March 8, 2019 at 12 PM",13
"March 8, 2019 at 1 PM",4
"March 8, 2019 at 2 PM",4
"March 8, 2019 at 3 PM",13
"March 8, 2019 at 4 PM",7
"March 8, 2019 at 5 PM",7
"March 8, 2019 at 6 PM",9
"March 8, 2019 at 7 PM",6
"March 8, 2019 at 8 PM",7
"March 8, 2019 at 9 PM",13
"March 8, 2019 at 10 PM",6
"March 8, 2019 at 11 PM",9
"March 9, 2019 at 12 AM",8
"March 9, 2019 at 1 AM",15
"March 9, 2019 at 2 AM",10
"March 9, 2019 at 3 AM",5
"March 9, 2019 at 4 AM",1
"March 9, 2019 at 5 AM",2
"March 9, 2019 at 6 AM",2
"March 9, 2019 at 7 AM",3
"March 9, 2019 at 8 AM",3
"March 9, 2019 at 9 AM",2
"March 9, 2019 at 10 AM",7
"March 9, 2019 at 11 AM",5
"March 9, 2019 at 12 PM",4
"March 9, 2019 at 1 PM",12
"March 9, 2019 at 2 PM",9
"March 9, 2019 at 3 PM",11
"March 9, 2019 at 4 PM",11
"March 9, 2019 at 5 PM",10
"March 9, 2019 at 6 PM",5
"March 9, 2019 at 7 PM",12
"March 9, 2019 at 8 PM",5
"March 9, 2019 at 9 PM",12
"March 9, 2019 at 10 PM",10
"March 9, 2019 at 11 PM",14
"March 10, 2019 at 12 AM",9
"March 10, 2019 at 1 AM",10
"March 10, 2019 at 3 AM",1
"March 10, 2019 at 4 AM",7
"March 10, 2019 at 5 AM",9
"March 10, 2019 at 6 AM",4
"March 10, 2019 at 7 AM",1
"March 10, 2019 at 8 AM",8
"March 10, 2019 at 9 AM",4
"March 10, 2019 at 10 AM",6
"March 10, 2019 at 11 AM",4
"March 10, 2019 at 12 PM",6
"March 10, 2019 at 1 PM",12
"March 10, 2019 at 2 PM",4
"March 10, 2019 at 3 PM",3
"March 10, 2019 at 4 PM",7
"March 10, 2019 at 5 PM",3
"March 10, 2019 at 6 PM",8
"March 10, 2019 at 7 PM",10
"March 10, 2019 at 8 PM",6
"March 10, 2019 at 9 PM",18
"March 10, 2019 at 10 PM",9
"March 10, 2019 at 11 PM",13
"March 11, 2019 at 12 AM",12
"March 11, 2019 at 1 AM",6
"March 11, 2019 at 2 AM",8
"March 11, 2019 at 3 AM",6
"March 11, 2019 at 4 AM",6
"March 11, 2019 at 5 AM",5
"March 11, 2019 at 6 AM",2
"March 11, 2019 at 7 AM",3
"March 11, 2019 at 8 AM",10
"March 11, 2019 at 9 AM",9
"March 11, 2019 at 10 AM",9
"March 11, 2019 at 11 AM",11
"March 11, 2019 at 12 PM",9
"March 11, 2019 at 1 PM",5
"March 11, 2019 at 2 PM",3
"March 11, 2019 at 3 PM",12
"March 11, 2019 at 4 PM",9
"March 11, 2019 at 5 PM",5
"March 11, 2019 at 6 PM",8
"March 11, 2019 at 7 PM",7
"March 11, 2019 at 8 PM",6
"March 11, 2019 at 9 PM",7
"March 11, 2019 at 10 PM",10
"March 11, 2019 at 11 PM",6
"March 12, 2019 at 12 AM",11
"March 12, 2019 at 1 AM",1
"March 12, 2019 at 2 AM",2
"March 12, 2019 at 3 AM",3
"March 12, 2019 at 4 AM",1
"March 12, 2019 at 5 AM",4
"March 12, 2019 at 6 AM",3
"March 12, 2019 at 7 AM",5
"March 12, 2019 at 8 AM",4
"March 12, 2019 at 9 AM",6
"March 12, 2019 at 10 AM",12
"March 12, 2019 at 11 AM",7
"March 12, 2019 at 12 PM",15
"March 12, 2019 at 1 PM",4
"March 12, 2019 at 2 PM",10
"March 12, 2019 at 3 PM",9
"March 12, 2019 at 4 PM",8
"March 12, 2019 at 5 PM",11
"March 12, 2019 at 6 PM",8
"March 12, 2019 at 7 PM",8
"March 12, 2019 at 8 PM",1
"March 12, 2019 at 9 PM",6
"March 12, 2019 at 10 PM",11
"March 12, 2019 at 11 PM",5
"March 13, 2019 at 12 AM",9
"March 13, 2019 at 1 AM",4
"March 13, 2019 at 2 AM",6
"March 13, 2019 at 6 AM",9
"March 13, 2019 at 7 AM",3
"March 13, 2019 at 8 AM",4
"March 13, 2019 at 9 AM",1
"March 13, 2019 at 10 AM",2
"March 13, 2019 at 11 AM",2
"March 13, 2019 at 12 PM",9
"March 13, 2019 at 1 PM",4
"March 13, 2019 at 2 PM",2
"March 13, 2019 at 3 PM",9
"March 13, 2019 at 4 PM",2
"March 13, 2019 at 5 PM",2
"March 13, 2019 at 6 PM",1
"March 13, 2019 at 7 PM",8
"March 13, 2019 at 8 PM",7
"March 13, 2019 at 9 PM",4
"March 13, 2019 at 10 PM",6
"March 13, 2019 at 11 PM",2
"March 14, 2019 at 12 AM",8
"March 14, 2019 at 2 AM",1
"March 14, 2019 at 6 AM",1
"March 14, 2019 at 7 AM",2
"March 14, 2019 at 8 AM",3
"March 14, 2019 at 9 AM",2
"March 14, 2019 at 10 AM",7
"March 14, 2019 at 11 AM",5
"March 14, 2019 at 12 PM",4
"March 14, 2019 at 1 PM",10
"March 14, 2019 at 2 PM",8
"March 14, 2019 at 3 PM",5
"March 14, 2019 at 4 PM",5
"March 14, 2019 at 5 PM",10
"March 14, 2019 at 6 PM",9
"March 14, 2019 at 7 PM",5
"March 14, 2019 at 8 PM",3
"March 14, 2019 at 9 PM",24
"March 14, 2019 at 10 PM",9
"March 14, 2019 at 11 PM",6
"March 15, 2019 at 12 AM",11
"March 15, 2019 at 1 AM",5
"March 15, 2019 at 2 AM",2
"March 15, 2019 at 3 AM",3
"March 15, 2019 at 4 AM",3
"March 15, 2019 at 5 AM",2
"March 15, 2019 at 6 AM",2
"March 15, 2019 at 7 AM",4
"March 15, 2019 at 8 AM",3
"March 15, 2019 at 9 AM",5
"March 15, 2019 at 10 AM",6
"March 15, 2019 at 11 AM",2
"March 15, 2019 at 12 PM",9
"March 15, 2019 at 1 PM",5
"March 15, 2019 at 2 PM",10
"March 15, 2019 at 3 PM",8
"March 15, 2019 at 4 PM",5
"March 15, 2019 at 5 PM",12
"March 15, 2019 at 6 PM",7
"March 15, 2019 at 7 PM",8
"March 15, 2019 at 8 PM",2
"March 15, 2019 at 9 PM",7
"March 15, 2019 at 10 PM",8
"March 15, 2019 at 11 PM",9
"March 16, 2019 at 12 AM",7
"March 16, 2019 at 1 AM",11
"March 16, 2019 at 2 AM",9
"March 16, 2019 at 3 AM",5
"March 16, 2019 at 4 AM",4
"March 16, 2019 at 5 AM",2
"March 16, 2019 at 6 AM",3
"March 16, 2019 at 7 AM",3
"March 16, 2019 at 8 AM",7
"March 16, 2019 at 9 AM",4
"March 16, 2019 at 10 AM",8
"March 16, 2019 at 11 AM",6
"March 16, 2019 at 12 PM",4
"March 16, 2019 at 1 PM",11
"March 16, 2019 at 2 PM",2
"March 16, 2019 at 3 PM",5
"March 16, 2019 at 4 PM",8
"March 16, 2019 at 5 PM",13
"March 16, 2019 at 6 PM",9
"March 16, 2019 at 7 PM",6
"March 16, 2019 at 8 PM",9
"March 16, 2019 at 9 PM",16
"March 16, 2019 at 10 PM",16
"March 16, 2019 at 11 PM",11
"March 17, 2019 at 12 AM",15
"March 17, 2019 at 1 AM",9
"March 17, 2019 at 2 AM",10
"March 17, 2019 at 3 AM",4
"March 17, 2019 at 4 AM",2
"March 17, 2019 at 6 AM",3
"March 17, 2019 at 7 AM",2
"March 17, 2019 at 8 AM",6
"March 17, 2019 at 9 AM",5
"March 17, 2019 at 10 AM",6
"March 17, 2019 at 11 AM",5
"March 17, 2019 at 12 PM",10
"March 17, 2019 at 1 PM",6
"March 17, 2019 at 2 PM",8
"March 17, 2019 at 3 PM",8
"March 17, 2019 at 4 PM",7
"March 17, 2019 at 5 PM",5
"March 17, 2019 at 6 PM",11
"March 17, 2019 at 7 PM",9
"March 17, 2019 at 8 PM",5
"March 17, 2019 at 9 PM",11
"March 17, 2019 at 10 PM",8
"March 17, 2019 at 11 PM",7
"March 18, 2019 at 12 AM",7
"March 18, 2019 at 1 AM",5
"March 18, 2019 at 2 AM",8
"March 18, 2019 at 3 AM",1
"March 18, 2019 at 4 AM",4
"March 18, 2019 at 5 AM",1
"March 18, 2019 at 6 AM",4
"March 18, 2019 at 7 AM",7
"March 18, 2019 at 8 AM",14
"March 18, 2019 at 9 AM",3
"March 18, 2019 at 10 AM",8
"March 18, 2019 at 11 AM",6
"March 18, 2019 at 12 PM",9
"March 18, 2019 at 1 PM",10
"March 18, 2019 at 2 PM",7
"March 18, 2019 at 3 PM",5
"March 18, 2019 at 4 PM",9
"March 18, 2019 at 5 PM",9
"March 18, 2019 at 6 PM",7
"March 18, 2019 at 7 PM",6
"March 18, 2019 at 8 PM",6
"March 18, 2019 at 9 PM",9
"March 18, 2019 at 10 PM",11
"March 18, 2019 at 11 PM",2
"March 19, 2019 at 12 AM",7
"March 19, 2019 at 1 AM",3
"March 19, 2019 at 2 AM",7
"March 19, 2019 at 3 AM",1
"March 19, 2019 at 4 AM",2
"March 19, 2019 at 5 AM",3
"March 19, 2019 at 6 AM",3
"March 19, 2019 at 7 AM",5
"March 19, 2019 at 8 AM",9
"March 19, 2019 at 9 AM",8
"March 19, 2019 at 10 AM",5
"March 19, 2019 at 11 AM",12
"March 19, 2019 at 12 PM",10
"March 19, 2019 at 1 PM",8
"March 19, 2019 at 2 PM",11
"March 19, 2019 at 3 PM",8
"March 19, 2019 at 4 PM",15
"March 19, 2019 at 5 PM",4
"March 19, 2019 at 6 PM",14
"March 19, 2019 at 7 PM",10
"March 19, 2019 at 8 PM",8
"March 19, 2019 at 9 PM",8
"March 19, 2019 at 10 PM",11
"March 19, 2019 at 11 PM",5
"March 20, 2019 at 12 AM",7
"March 20, 2019 at 1 AM",5
"March 20, 2019 at 2 AM",3
"March 20, 2019 at 3 AM",1
"March 20, 2019 at 4 AM",1
"March 20, 2019 at 5 AM",1
"March 20, 2019 at 6 AM",3
"March 20, 2019 at 7 AM",8
"March 20, 2019 at 8 AM",8
"March 20, 2019 at 9 AM",4
"March 20, 2019 at 10 AM",8
"March 20, 2019 at 11 AM",6
"March 20, 2019 at 12 PM",13
"March 20, 2019 at 1 PM",4
"March 20, 2019 at 2 PM",6
"March 20, 2019 at 3 PM",12
"March 20, 2019 at 4 PM",13
"March 20, 2019 at 5 PM",7
"March 20, 2019 at 6 PM",10
"March 20, 2019 at 7 PM",8
"March 20, 2019 at 8 PM",7
"March 20, 2019 at 9 PM",13
"March 20, 2019 at 10 PM",5
"March 20, 2019 at 11 PM",6
"March 21, 2019 at 12 AM",5
"March 21, 2019 at 1 AM",6
"March 21, 2019 at 2 AM",2
"March 21, 2019 at 3 AM",3
"March 21, 2019 at 4 AM",2
"March 21, 2019 at 5 AM",1
"March 21, 2019 at 6 AM",3
"March 21, 2019 at 7 AM",6
"March 21, 2019 at 8 AM",11
"March 21, 2019 at 9 AM",5
"March 21, 2019 at 10 AM",9
"March 21, 2019 at 11 AM",12
"March 21, 2019 at 12 PM",20
"March 21, 2019 at 1 PM",16
"March 21, 2019 at 2 PM",8
"March 21, 2019 at 3 PM",12
"March 21, 2019 at 4 PM",10
"March 21, 2019 at 5 PM",5
"March 21, 2019 at 6 PM",8
"March 21, 2019 at 7 PM",8
"March 21, 2019 at 8 PM",6
"March 21, 2019 at 9 PM",3
"March 21, 2019 at 10 PM",7
"March 21, 2019 at 11 PM",9
"March 22, 2019 at 12 AM",6
"March 22, 2019 at 1 AM",3
"March 22, 2019 at 2 AM",2
"March 22, 2019 at 3 AM",1
"March 22, 2019 at 4 AM",2
"March 22, 2019 at 6 AM",3
"March 22, 2019 at 7 AM",4
"March 22, 2019 at 8 AM",10
